cohort,video_id,input_temperature_csv,input_sha256,image_dir,frames,duration_seconds,duration_source,truth_count,truth_rr_bpm,legacy_truth_rr_bpm,include_primary,reference_reliability,historical_predicted_count,cluster_id,cluster_basis,raw_source_path,exposure,roi_radius
anchored49,bs211063,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\bs211063.csv,f156d3048e73b6d4cfcccbeef8223e77a3da9a507c0299dd70c2d51524140404,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\bs211063,259,29.963483920367533,frozen_window_metadata,32,64.07799590670727,64.07799590670727,True,completed,32,source_369fe50f6fcd,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T080235n211063\20230807T080235n211063.MP4,development,20
anchored49,bs450,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\bs450.csv,af9a93b5be8eeb73d2e46f71d066dac84acb864db3a8811bca46f5fd0b9ba844,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\bs450,262,29.95164951989026,frozen_window_metadata,30,60.09685706306953,60.09685706306953,True,completed,32,source_9af29f2b8a5e,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T090757n450\20230807T090757n450.MP4,development,20
anchored49,bs455,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\bs455.csv,345c90e0a3f8a02d76b980e8ac275f2e1993f87ad6d3f9599c1fbffa6d67b74a,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\bs455,260,30.0126397515528,frozen_window_metadata,21,41.98231180030773,41.98231180030773,True,completed,20,source_a0585038939d,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T092453n455\20230806T092453n455.MP4,development,20
anchored49,bs4717,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\bs4717.csv,d835f492e277c92a384c49dc2261f11adc669cbd71f3cd1950992609adf21641,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\bs4717,260,29.98958863443596,frozen_window_metadata,30,60.020829960072376,60.020829960072376,True,completed,31,source_d3d96037a794,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T094403n4717\20230806T094403n4717.MP4,development,20
anchored49,bs6516,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\bs6516.csv,7830dd96ba35d0b2a97579ab3adf8250ddc95f846e65b33a11e7ac97a31efa03,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\bs6516,260,30.042380952380952,frozen_window_metadata,18,35.94921460159457,35.94921460159457,True,completed,18,source_296791de0183,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T081757n6516\20230807T081757n6516.MP4,development,20
anchored49,ns170082,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\ns170082.csv,294f31e70285f1aeebfcb0e8815744143922cd7c27dcbee74a63985ac7d97da4,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\ns170082,260,30.024077509791795,frozen_window_metadata,30,59.95188359785454,59.95188359785454,True,completed,31,source_e73cb49888fb,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B0806新产牛\20230806T081727n170082\20230806T081727n170082.MP4,development,20
anchored49,ns179166,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\ns179166.csv,b081e245d6f48595a0025ef9af84c79ddc20039e48c15258acd659002ca15d01,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\ns179166,258,30.04530332681017,frozen_window_metadata,33,65.90048296277963,65.90048296277963,True,completed,36,source_e428781098ed,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T071859n179166\20230807T071859n179166.MP4,development,20
anchored49,ns196527,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\ns196527.csv,2444f334f0528b28aeba59b44159b23cb2998918cada2ad9962e76b09cf0523b,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\ns196527,263,30.04931547619048,frozen_window_metadata,34,67.88840170473735,67.88840170473735,True,completed,37,source_1fab013ad774,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T073230n196527\20230807T073230n196527.MP4,development,20
anchored49,ns200886,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\ns200886.csv,3e474c1b15a1c676b11f2ee0c9991723000925e7d2cb15104088043d3c3af238,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\ns200886,263,30.037044829482944,frozen_window_metadata,29,57.928468325622305,57.92846832562231,True,completed,31,source_583255a290e0,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T072548n200886\20230807T072548n200886.MP4,development,20
anchored49,ns210947,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\ns210947.csv,b863c4a145b25918c4fffc709016d3a3b1f1b8921f6432280e14a0c273cb12c4,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\ns210947,260,29.98227848101266,frozen_window_metadata,21,42.02482479101579,42.02482479101579,False,uncertain,22,source_1eb464d27d0e,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B0806新产牛\20230806T073953n210947\20230806T073953n210947.MP4,development,20
anchored49,ns211003,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\ns211003.csv,0c21737275bae8bf394f19265efc729d95e9e19f268134e80945e940d1831a09,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\ns211003,260,30.04037760847963,frozen_window_metadata,22,43.94085910649132,43.94085910649132,True,completed,22,source_8ef9480a87f9,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B0806新产牛\20230806T074647n211003\20230806T074647n211003.MP4,development,20
anchored49,ns211095,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\ns211095.csv,55baa1c052f8ad655e2f1e23b8b73b31d79763d8779447cac8de7fc8d0b4fc0f,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\ns211095,260,30.01799876084263,frozen_window_metadata,28,55.96642245823189,55.96642245823189,False,uncertain,26,source_f16155d85298,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B0806新产牛\20230806T082655n211095\20230806T082655n211095.MP4,development,20
anchored49,ns211117,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\ns211117.csv,11e2d7039c1eeae7e8c02452e8c6e44414f3b185c748a3a8ee8ec075aa124960,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\ns211117,263,30.029758089852344,frozen_window_metadata,29,57.94252470478545,57.94252470478545,False,uncertain,35,source_14e85610d007,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T073445n211117\20230807T073445n211117.MP4,development,20
anchored49,ns211146,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\ns211146.csv,c912947c1be17b646b2f4faf01928174afd8c06a739fe7d129887aa423f61b38,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\ns211146,258,29.97117408906883,frozen_window_metadata,29,58.055783694994375,58.055783694994375,False,uncertain,30,source_54b3a192ee38,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T073713n211146\20230807T073713n211146.MP4,development,20
anchored49,zs170053,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\zs170053.csv,de6adc5ebcb67624a73449d6b9364cef93c41ec83fe1ad9fa0166b29ea0959d4,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\zs170053,260,30.054171961033465,frozen_window_metadata,20,39.927900910258046,39.927900910258046,False,uncertain,20,source_8b79874dfb72,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0807\上午\B二舍正常0938\20230807T094302n170053\20230807T094302n170053.MP4,development,20
anchored49,zs170236,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\zs170236.csv,822eb40a9e05c0418ba48e0bf4a2e4cd38e92af8e41b2515b9c4732d4baf63d7,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\zs170236,263,29.98239848484848,frozen_window_metadata,31,62.036397819872406,62.036397819872406,True,completed,31,source_bb8d2c12d1ec,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T103306n170236\20230806T103306n170236.MP4,development,20
anchored49,zs170416,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\zs170416.csv,40857d92e8fa1f169ff819311f98070f5448b2bf5d4d7402f17bbbc1d7c7feec,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\zs170416,260,30.046774193548387,frozen_window_metadata,22,43.931504643298084,43.93150464329808,True,completed,21,source_790c099e19c0,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T103825n170416\20230806T103825n170416.MP4,development,20
anchored49,zs170554,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\zs170554.csv,06d7742f181c9adb5b5d24b4464ae8bb9ea4600fadfdd9513a2163eabec218a3,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\zs170554,260,29.967104111986004,frozen_window_metadata,22,44.04830026509091,44.04830026509091,True,completed,22,source_2d5d4512bc77,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T101929n170554\20230806T101929n170554.MP4,development,20
anchored49,zs190621,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\zs190621.csv,9fe8a331b18187b8f4d72ba51a7e3ecb5d0df524facdde8be0a4aab0d6f98220,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\zs190621,260,29.97782881641402,frozen_window_metadata,20,40.02958344144502,40.02958344144502,False,uncertain,19,source_6cb95623457f,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T102337n190621\20230806T102337n190621.MP4,development,20
anchored49,zs197000,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\zs197000.csv,c9ba50e2ee8ba1b7b534c15229129f50fdc9c575d646df7bf5c0107f5f37b5a6,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\zs197000,259,30.054714251554284,frozen_window_metadata,25,49.90897559182175,49.90897559182175,True,completed,25,source_f95c91e08ded,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T101554n197000\20230806T101554n197000.MP4,development,20
anchored49,zs200751,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\zs200751.csv,bab0880679d7c305f9f4100750d00113127ef6875a31257e6034719617459b3f,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\zs200751,259,30.00239961296565,frozen_window_metadata,30,59.99520115791415,59.99520115791415,True,completed,29,source_db1f804c0909,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T095917n200751\20230806T095917n200751.MP4,development,20
anchored49,zs200783,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\zs200783.csv,870dd374c52a398326ceadc20b2e5d1668561d8e3a79ba3fe6041a08a10f8fc7,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\zs200783,258,29.99549270879364,frozen_window_metadata,21,42.00631115589615,42.00631115589615,True,completed,22,source_2c8f1bde94ca,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T101001n200783\20230806T101001n200783.MP4,development,20
anchored49,zs211062,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\zs211062.csv,bf386a3c07785e49b2a4b346ee2eddf641df9e3ed6fa20044afd148e5e879106,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\zs211062,259,30.04319803446419,frozen_window_metadata,18,35.94823689412402,35.94823689412402,True,completed,21,source_e6cbe5a5e18a,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T102804n211062\20230806T102804n211062.MP4,development,20
