window_id,file_id,farm,source_path,source_session,start_seconds,duration_seconds,sampling_rule,sampled_fingerprint
jiufu_d0a278abbce35d_first30,jiufu_d0a278abbce35d,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T094255-372.MP4,20240803T094255_372,0.0,30.0,first_30_seconds_predeclared_not_best_segment,4ae897a15938127f2183f3c9170b527398da0e19890ea7477175d5e7355f5b96
jiufu_72f9214b6e39c9_first30,jiufu_72f9214b6e39c9,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T094432-950.MP4,20240803T094432_950,0.0,30.0,first_30_seconds_predeclared_not_best_segment,0bf41076fc6eebb13207af0ab0915d9b9c713cb1369b4b5fee46e5c42da279be
jiufu_24b7bfc0889845_first30,jiufu_24b7bfc0889845,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T094604-707.MP4,20240803T094604_707,0.0,30.0,first_30_seconds_predeclared_not_best_segment,2a95d0b93b2705624536adee1429de94478b6479436f680ceff8f8f96c3136ac
jiufu_44a8b44ef7ff55_first30,jiufu_44a8b44ef7ff55,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T095323-1268.MP4,20240803T095323_1268,0.0,30.0,first_30_seconds_predeclared_not_best_segment,c30f9218e68af243ac87687c594f05674d070381c18adc4d9b7791620be464a6
jiufu_46aefc048b6969_first30,jiufu_46aefc048b6969,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T095513-989.MP4,20240803T095513_989,0.0,30.0,first_30_seconds_predeclared_not_best_segment,cb26dafb02b04374ea9d9cb5ebc54ae34a32e855c3576f18e28331acb778de42
jiufu_f19803e664a7cb_first30,jiufu_f19803e664a7cb,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T095912-A1022198.MP4,20240803T095912_A1022198,0.0,30.0,first_30_seconds_predeclared_not_best_segment,e551ff311508e0b58a08c27388883b1941a689339084947cd9ac55335e827983
jiufu_ca838441c991bb_first30,jiufu_ca838441c991bb,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T100248-1634.MP4,20240803T100248_1634,0.0,30.0,first_30_seconds_predeclared_not_best_segment,e02aa7addd7cdd38252aefc7389f25e8b94170d9b57097c99393d305e3f810e6
jiufu_fc574ca4aa0e22_first30,jiufu_fc574ca4aa0e22,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T100437-639.MP4,20240803T100437_639,0.0,30.0,first_30_seconds_predeclared_not_best_segment,13afdd4bf31075ec64dd7b9ac2e5e08862c5f28b42ef2cdefea7d69faa619f21
jiufu_366cb8600d5450_first30,jiufu_366cb8600d5450,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T100819-1469.MP4,20240803T100819_1469,0.0,30.0,first_30_seconds_predeclared_not_best_segment,069101aaed3896a2886efd2c26be7f12b720ad63b6774ff5b5931e29a83c024a
jiufu_a72be27aa4d574_first30,jiufu_a72be27aa4d574,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T101007-546.MP4,20240803T101007_546,0.0,30.0,first_30_seconds_predeclared_not_best_segment,75d0be403cdf6cef88abce5ef1c1a88ae897aefb53b034cf8bb869a506585b0b
jiufu_3c840580af889d_first30,jiufu_3c840580af889d,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T101133-882.MP4,20240803T101133_882,0.0,30.0,first_30_seconds_predeclared_not_best_segment,021cc03ad09b56d36f1f9d5ba9386866638772dae6d321cab528cbdabdf3511a
jiufu_cc8f24e9070eb6_first30,jiufu_cc8f24e9070eb6,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T101522-677.MP4,20240803T101522_677,0.0,30.0,first_30_seconds_predeclared_not_best_segment,80e2519ee647c5cb4459ee1bc6b82a66fe54dc78a4aeba117044e8d80246335b
jiufu_658fffa214f378_first30,jiufu_658fffa214f378,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T085308-606.MP4,20240804T085308_606,0.0,30.0,first_30_seconds_predeclared_not_best_segment,df3f5910cb712ed4950c4f6852895c68468c0be7b3467b6ac83ce189d6fb9044
jiufu_9fc4ab4ff20989_first30,jiufu_9fc4ab4ff20989,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T085751-913.MP4,20240804T085751_913,0.0,30.0,first_30_seconds_predeclared_not_best_segment,09bec9b8b83948efcab69c7a97d76c14dd2fd97e1e2be5c369e49cabee1608f5
jiufu_080c7e20b51912_first30,jiufu_080c7e20b51912,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T090336-716.MP4,20240804T090336_716,0.0,30.0,first_30_seconds_predeclared_not_best_segment,3881f21b5e370f60c52f5ef746cc34748e3a88a2b885e916402d8ced91873013
jiufu_4a28bba3529d28_first30,jiufu_4a28bba3529d28,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T090706-674.MP4,20240804T090706_674,0.0,30.0,first_30_seconds_predeclared_not_best_segment,45518df21a08abe1efccfbd06d9ca962b974e6277a721b714b031659fc2d9256
jiufu_a005ae733f6503_first30,jiufu_a005ae733f6503,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T090918-664.MP4,20240804T090918_664,0.0,30.0,first_30_seconds_predeclared_not_best_segment,83d18cc932d3beb214f045b7da7f89237e7898a6523ace12166e7706b8db958f
jiufu_8f5bef5fd5a268_first30,jiufu_8f5bef5fd5a268,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T091409-608.MP4,20240804T091409_608,0.0,30.0,first_30_seconds_predeclared_not_best_segment,217d2cfee253e060adb440e46502bb3a08f5b793b145e2cac078a789cb7866b5
jiufu_1f9c8c3925bc30_first30,jiufu_1f9c8c3925bc30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T091622-A1022186.MP4,20240804T091622_A1022186,0.0,30.0,first_30_seconds_predeclared_not_best_segment,89fa87ea30106ede2ae997e07c3f88c7ac4a80320cfa3c41b35cae0c2a0d77b5
jiufu_14d4ade8b6206e_first30,jiufu_14d4ade8b6206e,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T092029-619.MP4,20240804T092029_619,0.0,30.0,first_30_seconds_predeclared_not_best_segment,48134fa3f3431680cef8c92a291cc2b7a0a410fcf9c944b81911d96bc5071adc
jiufu_b7b6bd430c8fe7_first30,jiufu_b7b6bd430c8fe7,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T092241-719.MP4,20240804T092241_719,0.0,30.0,first_30_seconds_predeclared_not_best_segment,b0b941844f0613cb24cd51de0b3d594d2dec79e8a8a225ab5cb1b7d38b4c28b5
jiufu_2b9099fd06d9e1_first30,jiufu_2b9099fd06d9e1,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T092512-678.MP4,20240804T092512_678,0.0,30.0,first_30_seconds_predeclared_not_best_segment,2c31de23b2886cfe126feab3ba9a928f4f41bf5d1983826b2acacb697e0f2be8
jiufu_370ef65c280bd7_first30,jiufu_370ef65c280bd7,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T092832-A1022249.MP4,20240804T092832_A1022249,0.0,30.0,first_30_seconds_predeclared_not_best_segment,ed3e37b9578305a71b1363c92e9108d16ec8ee65b7ad3bb9fa122153313b4181
jiufu_638ea7f2298781_first30,jiufu_638ea7f2298781,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T093751-1425.MP4,20240804T093751_1425,0.0,30.0,first_30_seconds_predeclared_not_best_segment,d2ed770b70cce5af150dadec0554baade6a9793b5d2b83d871a8518ea8b2596d
jiufu_931fb29cee6b4b_first30,jiufu_931fb29cee6b4b,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T093919-880.MP4,20240804T093919_880,0.0,30.0,first_30_seconds_predeclared_not_best_segment,eb5905d880f54c866a2cf616a3cc7cd013c001c1233c25d69c928a6d726b272f
jiufu_b01f0755dc6a1f_first30,jiufu_b01f0755dc6a1f,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T095921-639.MP4,20240804T095921_639,0.0,30.0,first_30_seconds_predeclared_not_best_segment,fd5cd0b2622898cfe8ab24cfec5d73fc7be6ea3cfc49361f011f0406e81a19b2
jiufu_f242385ce55e15_first30,jiufu_f242385ce55e15,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T085705-1436.MP4,20240805T085705_1436,0.0,30.0,first_30_seconds_predeclared_not_best_segment,deaabc0d59d006de6db803d2a37a2bdc015ae771c4d4a5aac4e817f3102509c8
jiufu_f920435ef76ec4_first30,jiufu_f920435ef76ec4,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T085918-1428.MP4,20240805T085918_1428,0.0,30.0,first_30_seconds_predeclared_not_best_segment,6a353b954b28f69e2fb9bffba0e07d0193e8eab3e21d90cf245c901f4b488b81
jiufu_d37cd7a2cec816_first30,jiufu_d37cd7a2cec816,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T090249-668.MP4,20240805T090249_668,0.0,30.0,first_30_seconds_predeclared_not_best_segment,b1b03983d1862d133ff6993db1fd42148788f21c61edb13feb1b81216c27e04f
jiufu_7f52d294468aa5_first30,jiufu_7f52d294468aa5,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T090618-1398.MP4,20240805T090618_1398,0.0,30.0,first_30_seconds_predeclared_not_best_segment,55777b0940de0e994fc1e361615e4854be407e71b216992032fea254e43b4d80
jiufu_fdd90da34c7a97_first30,jiufu_fdd90da34c7a97,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T090842-611.MP4,20240805T090842_611,0.0,30.0,first_30_seconds_predeclared_not_best_segment,62626b096a1cd1d2b15d105012392874c690f8ae4327c5e52fa553bfe17fe66b
jiufu_11acdc6d1c6ccc_first30,jiufu_11acdc6d1c6ccc,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T091106-987.MP4,20240805T091106_987,0.0,30.0,first_30_seconds_predeclared_not_best_segment,7e582785a1f9eee76485ff44be5a13815a10cfcbad725b58f3aa700a28a53012
jiufu_cc60214ff2d564_first30,jiufu_cc60214ff2d564,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T091342-1308.MP4,20240805T091342_1308,0.0,30.0,first_30_seconds_predeclared_not_best_segment,0376f9e08f2799959f9cd29b7fce53ab6f29a9afe2bd22beb71d4db966d03206
jiufu_f23fd2fe9eb848_first30,jiufu_f23fd2fe9eb848,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T091607-1618.MP4,20240805T091607_1618,0.0,30.0,first_30_seconds_predeclared_not_best_segment,75093243c4c5643193c26f5e74062b3629e4d80f93c34041b2a6a86f7b6bde13
jiufu_766cc912612d8c_first30,jiufu_766cc912612d8c,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T091746-1066.MP4,20240805T091746_1066,0.0,30.0,first_30_seconds_predeclared_not_best_segment,6d101a287259925f868dca632380f156931297753d19be61661f9d92e7e8e216
jiufu_19e995b0eca6a3_first30,jiufu_19e995b0eca6a3,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T092111-1048.MP4,20240805T092111_1048,0.0,30.0,first_30_seconds_predeclared_not_best_segment,e499d366efb3622ec899934ddadd94f451030fd3c696765696d5d5270722851f
jiufu_126bdac0bd036b_first30,jiufu_126bdac0bd036b,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T092258-1630.MP4,20240805T092258_1630,0.0,30.0,first_30_seconds_predeclared_not_best_segment,c89c60e88ec90adbc25529ee72c6c9329e6842d7e37f792d269da16abf04a8bd
jiufu_c6e5a206ad0c30_first30,jiufu_c6e5a206ad0c30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T092514-A1021178.MP4,20240805T092514_A1021178,0.0,30.0,first_30_seconds_predeclared_not_best_segment,4989e9556400f53226ccb8bd48f16a6f075e439d11212d2bf9ebe09cf83169bd
jiufu_0f7af9c769fda5_first30,jiufu_0f7af9c769fda5,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T093404-508.MP4,20240805T093404_508,0.0,30.0,first_30_seconds_predeclared_not_best_segment,35abebc5519e6b5689952870b4e318b1c9170e6fe22dc054f14fb76a3b997406
jiufu_42402108cd09a9_first30,jiufu_42402108cd09a9,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T093703-A1021154.MP4,20240805T093703_A1021154,0.0,30.0,first_30_seconds_predeclared_not_best_segment,fcdd1a5134868e99caa075b9d034dde6184e6ec7ea0461fbfef6a9f8a07336a8
jiufu_a97a8ff157139f_first30,jiufu_a97a8ff157139f,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T093942-1631.MP4,20240805T093942_1631,0.0,30.0,first_30_seconds_predeclared_not_best_segment,5a693aa4dd8e2b13ff75ac42e9c6367bda8fe5da2a83ab032c9c2cc6067e6bae
jiufu_a45d837f891e44_first30,jiufu_a45d837f891e44,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T094241-605.MP4,20240805T094241_605,0.0,30.0,first_30_seconds_predeclared_not_best_segment,776b20cc5ce7580b2086860649460f1013d2355e9f10e064665b010bedf3f905
jiufu_3a993354ebd1c7_first30,jiufu_3a993354ebd1c7,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T094536-1634.MP4,20240805T094536_1634,0.0,30.0,first_30_seconds_predeclared_not_best_segment,12275e304796894cbfd2b3bc9a24fb4644403fc0ef41a9917c502dbe9a468800
jiufu_2320c69c168a7a_first30,jiufu_2320c69c168a7a,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T094737-677.MP4,20240805T094737_677,0.0,30.0,first_30_seconds_predeclared_not_best_segment,a80f9f0e8287515e900871b55af971f4db0fd5b1891e62a898fd19e1e065d8a6
jiufu_13f838ff73e069_first30,jiufu_13f838ff73e069,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T094901-683.MP4,20240805T094901_683,0.0,30.0,first_30_seconds_predeclared_not_best_segment,25a6572c86d9271faddef583c009d8c7f32bfcde90fafa95f8eaa4e1584aa76e
jiufu_34e5b460466c18_first30,jiufu_34e5b460466c18,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T092243-664.MP4,20240806T092243_664,0.0,30.0,first_30_seconds_predeclared_not_best_segment,a4a0a74cafdd46449db41f04e3f6ea8ef432786a9849a5065529f366abadc770
jiufu_7388b7efc8afb3_first30,jiufu_7388b7efc8afb3,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T092522-608.MP4,20240806T092522_608,0.0,30.0,first_30_seconds_predeclared_not_best_segment,21ec8f029ac7528fa5864322768d70210e10743cc23757104f8f42180bdedc72
jiufu_cbc238aa9bbc71_first30,jiufu_cbc238aa9bbc71,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T092739-A1022249.MP4,20240806T092739_A1022249,0.0,30.0,first_30_seconds_predeclared_not_best_segment,336af81614707087176908f96959b442f1525a003c2fd47a75ccf459016b6e43
jiufu_2fdd36fbe9a8ce_first30,jiufu_2fdd36fbe9a8ce,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T093117-A1022253.MP4,20240806T093117_A1022253,0.0,30.0,first_30_seconds_predeclared_not_best_segment,a2de1ab0e0341d92203c6b9ddba3f22d5d0242a2fbe6e79c063af642ee7d9527
jiufu_ef58cd171d4783_first30,jiufu_ef58cd171d4783,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T093312-691.MP4,20240806T093312_691,0.0,30.0,first_30_seconds_predeclared_not_best_segment,110409baf63287813198052081b953da1e09888fa70ed6fe032817c036f67bf7
jiufu_96dfaf729ad3d4_first30,jiufu_96dfaf729ad3d4,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T093647-A1022251.MP4,20240806T093647_A1022251,0.0,30.0,first_30_seconds_predeclared_not_best_segment,152db20d1beb18ed61609ff37822121d875e3abd43e89d47da9766f7ff8c8995
jiufu_dfa58f3a711e47_first30,jiufu_dfa58f3a711e47,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T094722-638.MP4,20240806T094722_638,0.0,30.0,first_30_seconds_predeclared_not_best_segment,de4e741d017b57e75c07430e17476d0df17d5d77d62213db6f704f121355c695
jiufu_a1ceaa6025ff79_first30,jiufu_a1ceaa6025ff79,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T095344-1604.MP4,20240806T095344_1604,0.0,30.0,first_30_seconds_predeclared_not_best_segment,3523015504a78b34a431fe570b813a1a54048fc6f1d7e58b4cc94ba9b5eac633
jiufu_376f61387ab710_first30,jiufu_376f61387ab710,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T095550-1631.MP4,20240806T095550_1631,0.0,30.0,first_30_seconds_predeclared_not_best_segment,82d13f71311a744c3d92eaa68c78ea319467694251ab407501c6034fc0e401e2
jiufu_f6508f398bcf0f_first30,jiufu_f6508f398bcf0f,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T095740-373.MP4,20240806T095740_373,0.0,30.0,first_30_seconds_predeclared_not_best_segment,abc06435e571a45d0ebdf87202d3c6323ce361c10f5f338871b072d2cb17d4ee
jiufu_9a1c40cbb80bb1_first30,jiufu_9a1c40cbb80bb1,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T100037-588.MP4,20240806T100037_588,0.0,30.0,first_30_seconds_predeclared_not_best_segment,5165307bb42f01b9196e00fab3c30d8cf07b552b36bb40ffc819f6a54d51c5cf
jiufu_161f93bfffbe11_first30,jiufu_161f93bfffbe11,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T101019-1437.MP4,20240806T101019_1437,0.0,30.0,first_30_seconds_predeclared_not_best_segment,312fe716c1c22dc60c20ca6bb4561faf89d8b33a5f06ca2de711eadb4642a9b8
jiufu_014c9b6a274fed_first30,jiufu_014c9b6a274fed,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T101202-372.MP4,20240806T101202_372,0.0,30.0,first_30_seconds_predeclared_not_best_segment,29739063d05f2ecf0804de5ca01c2d459f121002d1ebb117023b87e704892e7c
jiufu_028724ccc9868d_first30,jiufu_028724ccc9868d,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0807\20240807T091951-1010.MP4,20240807T091951_1010,0.0,30.0,first_30_seconds_predeclared_not_best_segment,908f91daa7710dfd2a860a024689a4ec7a54d3d51a9374abaaee67bdb8265462
jiufu_0c053f837a8b23_first30,jiufu_0c053f837a8b23,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0807\20240807T093200-1136.MP4,20240807T093200_1136,0.0,30.0,first_30_seconds_predeclared_not_best_segment,08272c3e7106834ca29e4749b6ebcbed3540dd759cc7fc0d94aeb8aa894e266d
jiufu_8f6eabd7f2cb6e_first30,jiufu_8f6eabd7f2cb6e,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0807\20240807T095732-868.MP4,20240807T095732_868,0.0,30.0,first_30_seconds_predeclared_not_best_segment,b05518f7f5c2ba1667c772a159ef6ed402d84b52750167c4785b14f889703531
jiufu_21b4c4c26061d0_first30,jiufu_21b4c4c26061d0,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0807\20240807T100445-1646.MP4,20240807T100445_1646,0.0,30.0,first_30_seconds_predeclared_not_best_segment,b573fdd1538ca4e9de6277027482568a8394d35d02e4ebee2b94ee07b5d80b78
jiufu_37333d1afc0ec2_first30,jiufu_37333d1afc0ec2,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0807\20240807T100844-1518.MP4,20240807T100844_1518,0.0,30.0,first_30_seconds_predeclared_not_best_segment,477b7e639757163232e50eb5854d2db1c2a338a1a37e0b8a4fb894dd735319b0
jiufu_1ededf79f4d325_first30,jiufu_1ededf79f4d325,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T085842-1129.MP4,20240808T085842_1129,0.0,30.0,first_30_seconds_predeclared_not_best_segment,2e90e756ee6ba7b6aa120379c5a92484c1d9858cf27c79d41696ac52ef85f8da
jiufu_b273cec8024eb2_first30,jiufu_b273cec8024eb2,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T090641-878.MP4,20240808T090641_878,0.0,30.0,first_30_seconds_predeclared_not_best_segment,3e6c1e171e2112be9241289e577974fa1129d1dd4abbdc4bd87b144c7c569523
jiufu_d1a9a7ab944633_first30,jiufu_d1a9a7ab944633,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T090921-961.MP4,20240808T090921_961,0.0,30.0,first_30_seconds_predeclared_not_best_segment,3c9df9f4e41b28031966be8fc8bef16a23da6da1ed7c52a7fcfa8228d3627e32
jiufu_908496549f5b42_first30,jiufu_908496549f5b42,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T091118-A1022182.MP4,20240808T091118_A1022182,0.0,30.0,first_30_seconds_predeclared_not_best_segment,112a943d819101a0cdfc34e1765720b0f6319ab02efbef3269d3a6094502b103
jiufu_d3820405b5afe2_first30,jiufu_d3820405b5afe2,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T091352-887.MP4,20240808T091352_887,0.0,30.0,first_30_seconds_predeclared_not_best_segment,3d56512389a4971e4a9b7dd95a88bfd519689d9375bf501a3666c4306341f77c
jiufu_04fd6f8dc56a73_first30,jiufu_04fd6f8dc56a73,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T091631-165.MP4,20240808T091631_165,0.0,30.0,first_30_seconds_predeclared_not_best_segment,892ba69b8388ae8be3a3845f8bc8410cc35a5f6cfd710ebba8e32d2ddcee1a95
jiufu_440a29cebcae1c_first30,jiufu_440a29cebcae1c,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T092827-1487.MP4,20240808T092827_1487,0.0,30.0,first_30_seconds_predeclared_not_best_segment,cd022553cf1b845e7d7621a087eaa4da6d9a6b58e3675e6dddd231d50c05cd46
jiufu_8538e6e6160d83_first30,jiufu_8538e6e6160d83,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T093122-810.MP4,20240808T093122_810,0.0,30.0,first_30_seconds_predeclared_not_best_segment,52254bedca7462019f085f3e3ede3c361e323a2f27d81be6a808ef7c0d3991fa
jiufu_e2821e37ff899d_first30,jiufu_e2821e37ff899d,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T093557-281.MP4,20240808T093557_281,0.0,30.0,first_30_seconds_predeclared_not_best_segment,a0e684a55cffafeb97322691a9340a61947c67a8abb34777f7f66f19718c017f
jiufu_b80d393ca25ef8_first30,jiufu_b80d393ca25ef8,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T093904-1165.MP4,20240808T093904_1165,0.0,30.0,first_30_seconds_predeclared_not_best_segment,323ef58f1ec066ffbabfc00eb95f6d2c794b1d5744d4c7076a12e95d836910b4
jiufu_adb9b6776eb349_first30,jiufu_adb9b6776eb349,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T094238-869.MP4,20240808T094238_869,0.0,30.0,first_30_seconds_predeclared_not_best_segment,d33a789144e206c01133da60db1e299260ca0b7100d6db4df72b40811fa0d8f8
jiufu_8fea3748e16a76_first30,jiufu_8fea3748e16a76,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T085241-1048.MP4,20240809T085241_1048,0.0,30.0,first_30_seconds_predeclared_not_best_segment,ef6b22081a2d57f770c2fb0a32b89d8a53b9201689841f4e90c7485fac8de0d7
jiufu_d837d576df8e43_first30,jiufu_d837d576df8e43,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T085513-1539.MP4,20240809T085513_1539,0.0,30.0,first_30_seconds_predeclared_not_best_segment,c07c8b120ff0bd907d1fa5594179be7d47f6ddc2942a8e7f8046bb8a43ae72a0
jiufu_281bc808f4d3ff_first30,jiufu_281bc808f4d3ff,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T085749-A1022182.MP4,20240809T085749_A1022182,0.0,30.0,first_30_seconds_predeclared_not_best_segment,479f52d746b63d2a703f1f69787b747dbdcf597f52f0d1ab7e2476549683e1f2
jiufu_bb78a10aeab6d5_first30,jiufu_bb78a10aeab6d5,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T090150-1414.MP4,20240809T090150_1414,0.0,30.0,first_30_seconds_predeclared_not_best_segment,091d359871d81c2b751ed4a111d47091b21db28218a0be96e0344f43a98c6a78
jiufu_4206de92a27bce_first30,jiufu_4206de92a27bce,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T090347-1539.MP4,20240809T090347_1539,0.0,30.0,first_30_seconds_predeclared_not_best_segment,91a434cf5c2e5ea1902f7c5933bddcdb6fa6a076353199b595ca649c6a6d95b7
jiufu_6a5dbf528731c7_first30,jiufu_6a5dbf528731c7,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T090911-649.MP4,20240809T090911_649,0.0,30.0,first_30_seconds_predeclared_not_best_segment,30abc58d7430fe043c52ddcc8dc466fd38159756743cb4b55b19952c86443a47
jiufu_ed27d896cd2a66_first30,jiufu_ed27d896cd2a66,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T092018-608.MP4,20240809T092018_608,0.0,30.0,first_30_seconds_predeclared_not_best_segment,c4842550655ada9a1dff86e6f98b6bd359b0f04d1805e99cdd346fab52c784cd
