window_id,file_id,farm,source_path,source_session,cow_token,start_seconds,duration_seconds,sampling_rule,role,reference_status,timestamp_validation
lindian_5db149c820af1e_first30,lindian_5db149c820af1e,lindian,E:\real\use_code\林甸红外视频\0808\上午\三舍新产区\B视频\20230808T074049n196527\20230808T074049n196527.MP4,20230808T074049_196527,196527,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_f55aa4f6355480_first30,lindian_f55aa4f6355480,lindian,E:\real\use_code\林甸红外视频\0808\上午\三舍新产区\B视频\20230808T074611n190587\20230808T074611n190587.MP4,20230808T074611_190587,190587,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_6781ff127cd44f_first30,lindian_6781ff127cd44f,lindian,E:\real\use_code\林甸红外视频\0808\上午\三舍新产区\B视频\20230808T075405n153017\20230808T075405n153017.MP4,20230808T075405_153017,153017,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_4d69db5400a116_first30,lindian_4d69db5400a116,lindian,E:\real\use_code\林甸红外视频\0808\上午\三舍新产区\B视频\20230808T075840n211013\20230808T075840n211013.MP4,20230808T075840_211013,211013,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_8ee9dbf991e399_first30,lindian_8ee9dbf991e399,lindian,E:\real\use_code\林甸红外视频\0808\上午\三舍新产区\B视频\20230808T080345n16110432\20230808T080345n16110432.MP4,20230808T080345_16110432,16110432,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_a9ccc6df444833_first30,lindian_a9ccc6df444833,lindian,E:\real\use_code\林甸红外视频\0808\上午\三舍新产区\B视频\20230808T080930n200792\20230808T080930n200792.MP4,20230808T080930_200792,200792,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_f07ea40895cebc_first30,lindian_f07ea40895cebc,lindian,E:\real\use_code\林甸红外视频\0808\上午\三舍新产区\B视频\ff\20230808T071028n196653.MP4,20230808T071028_196653,196653,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_4064b262e51c5a_first30,lindian_4064b262e51c5a,lindian,E:\real\use_code\林甸红外视频\0808\上午\三舍新产区\B视频\ff\20230808T075048n211030.MP4,20230808T075048_211030,211030,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_5ffc9a042e72d5_first30,lindian_5ffc9a042e72d5,lindian,E:\real\use_code\林甸红外视频\0808\下午\B一号舍高产泌乳下午0410采\20230808T160944n200636\20230808T160944n200636.MP4,20230808T160944_200636,200636,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_94ae555a11125d_first30,lindian_94ae555a11125d,lindian,E:\real\use_code\林甸红外视频\0808\下午\B一号舍高产泌乳下午0410采\20230808T161329n16110075\20230808T161329n16110075.MP4,20230808T161329_16110075,16110075,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_263a69f32ff0f4_first30,lindian_263a69f32ff0f4,lindian,E:\real\use_code\林甸红外视频\0808\下午\B一号舍高产泌乳下午0410采\20230808T161706n211078\20230808T161706n211078.MP4,20230808T161706_211078,211078,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_f0286d15e562c2_first30,lindian_f0286d15e562c2,lindian,E:\real\use_code\林甸红外视频\0808\下午\B一号舍高产泌乳下午0410采\20230808T162431n190588\20230808T162431n190588.MP4,20230808T162431_190588,190588,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_3d8e351b17c1cf_first30,lindian_3d8e351b17c1cf,lindian,E:\real\use_code\林甸红外视频\0808\下午\B一号舍高产泌乳下午0410采\20230808T163059n170203\20230808T163059n170203.MP4,20230808T163059_170203,170203,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_9bf713b347bcdb_first30,lindian_9bf713b347bcdb,lindian,E:\real\use_code\林甸红外视频\0808\下午\B一号舍高产泌乳下午0410采\20230808T163804n170272\20230808T163804n170272.MP4,20230808T163804_170272,170272,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_89390588b7fc04_first30,lindian_89390588b7fc04,lindian,E:\real\use_code\林甸红外视频\0808\下午\B一号舍高产泌乳下午0410采\20230808T164507n211023\20230808T164507n211023.MP4,20230808T164507_211023,211023,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_3b9f7ee82af25c_first30,lindian_3b9f7ee82af25c,lindian,E:\real\use_code\林甸红外视频\0808\下午\B一号舍高产泌乳下午0410采\20230808T165332n211053\20230808T165332n211053.MP4,20230808T165332_211053,211053,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_a0b0b6e0fcac13_first30,lindian_a0b0b6e0fcac13,lindian,E:\real\use_code\林甸红外视频\0808\下午\B一号舍高产泌乳下午0410采\20230808T165635n200937\20230808T165635n200937.MP4,20230808T165635_200937,200937,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_7b47a707f3326d_first30,lindian_7b47a707f3326d,lindian,E:\real\use_code\林甸红外视频\0808\下午\B一号舍高产泌乳下午0410采\20230808T170018n164157\20230808T170018n164157.MP4,20230808T170018_164157,164157,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_3bfcfed2493179_first30,lindian_3bfcfed2493179,lindian,E:\real\use_code\林甸红外视频\0808\下午\B一号舍高产泌乳下午0410采\20230808T170359n197250\20230808T170359n197250.MP4,20230808T170359_197250,197250,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_5141c33540d73b_first30,lindian_5141c33540d73b,lindian,E:\real\use_code\林甸红外视频\0808\下午\B一号舍高产泌乳下午0410采\20230808T170745n170333\20230808T170745n170333.MP4,20230808T170745_170333,170333,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_082cf041a78af6_first30,lindian_082cf041a78af6,lindian,E:\real\use_code\林甸红外视频\0808\下午\B一号舍高产泌乳下午0410采\20230808T171039n164189\20230808T171039n164189.MP4,20230808T171039_164189,164189,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_22ddbdbeadded5_first30,lindian_22ddbdbeadded5,lindian,E:\real\use_code\林甸红外视频\0808\下午\B一号舍高产泌乳下午0410采\ff\20230808T162027n211070.MP4,20230808T162027_211070,211070,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_c91e314615f4c2_first30,lindian_c91e314615f4c2,lindian,E:\real\use_code\林甸红外视频\0808\下午\B一号舍高产泌乳下午0410采\ff\20230808T162719n343.MP4,20230808T162719_343,343,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_309435e414a845_first30,lindian_309435e414a845,lindian,E:\real\use_code\林甸红外视频\0808\下午\B一号舍高产泌乳下午0410采\ff\20230808T163447n200646.MP4,20230808T163447_200646,200646,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_cfed3f2e2d2b24_first30,lindian_cfed3f2e2d2b24,lindian,E:\real\use_code\林甸红外视频\0808\下午\B一号舍高产泌乳下午0410采\ff\20230808T164124n436.MP4,20230808T164124_436,436,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_c5f11dce4f09f2_first30,lindian_c5f11dce4f09f2,lindian,E:\real\use_code\林甸红外视频\0808\下午\B一号舍高产泌乳下午0410采\ff\20230808T164842n200742.MP4,20230808T164842_200742,200742,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_9479567736e632_first30,lindian_9479567736e632,lindian,E:\real\use_code\林甸红外视频\0808\下午\B一号舍高产泌乳下午0410采\ff\20230808T171405n170334.MP4,20230808T171405_170334,170334,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_3a117798e713a8_first30,lindian_3a117798e713a8,lindian,E:\real\use_code\林甸红外视频\0808\下午\B一号舍高产泌乳下午0410采\ff\20230808T171651n210989.MP4,20230808T171651_210989,210989,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_52a4d7d7418597_first30,lindian_52a4d7d7418597,lindian,E:\real\use_code\林甸红外视频\0808\下午\B一号舍高产泌乳下午0410采\ff\20230808T171902n200851.MP4,20230808T171902_200851,200851,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_eb55dd2ba2bc51_first30,lindian_eb55dd2ba2bc51,lindian,E:\real\use_code\林甸红外视频\0808\下午\B下午三号舍病牛区\20230808T151016n0748\20230808T151016n0748.MP4,20230808T151016_0748,0748,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_2622d6fc310e1f_first30,lindian_2622d6fc310e1f,lindian,E:\real\use_code\林甸红外视频\0808\下午\B下午三号舍病牛区\20230808T151456n210950\20230808T151456n210950.MP4,20230808T151456_210950,210950,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_e80811d81f5ea4_first30,lindian_e80811d81f5ea4,lindian,E:\real\use_code\林甸红外视频\0808\下午\B下午三号舍病牛区\20230808T151937n196399\20230808T151937n196399.MP4,20230808T151937_196399,196399,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_4ffac8fe99c328_first30,lindian_4ffac8fe99c328,lindian,E:\real\use_code\林甸红外视频\0808\下午\B下午三号舍病牛区\20230808T152238n177301\20230808T152238n177301.MP4,20230808T152238_177301,177301,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_f579088f264532_first30,lindian_f579088f264532,lindian,E:\real\use_code\林甸红外视频\0808\下午\B下午三号舍病牛区\20230808T152656n170320\20230808T152656n170320.MP4,20230808T152656_170320,170320,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_8a9a0019559021_first30,lindian_8a9a0019559021,lindian,E:\real\use_code\林甸红外视频\0808\下午\B下午三号舍病牛区\20230808T153015n6516\20230808T153015n6516.MP4,20230808T153015_6516,6516,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_38ca2b62c313bc_first30,lindian_38ca2b62c313bc,lindian,E:\real\use_code\林甸红外视频\0808\下午\B下午三号舍病牛区\20230808T153343n1479\20230808T153343n1479.MP4,20230808T153343_1479,1479,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_0f103f4da475db_first30,lindian_0f103f4da475db,lindian,E:\real\use_code\林甸红外视频\0808\下午\B下午三号舍病牛区\20230808T153709n455\20230808T153709n455.MP4,20230808T153709_455,455,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_4e0e9d0eaaff08_first30,lindian_4e0e9d0eaaff08,lindian,E:\real\use_code\林甸红外视频\0808\下午\B下午三号舍病牛区\20230808T154033n189556\20230808T154033n189556.MP4,20230808T154033_189556,189556,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_fbb8a542f3801e_first30,lindian_fbb8a542f3801e,lindian,E:\real\use_code\林甸红外视频\0808\下午\B下午三号舍病牛区\20230808T154522n310\20230808T154522n310.MP4,20230808T154522_310,310,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_c4ad1a80184ea5_first30,lindian_c4ad1a80184ea5,lindian,E:\real\use_code\林甸红外视频\0808\下午\B下午三号舍病牛区\20230808T154846n3015\20230808T154846n3015.MP4,20230808T154846_3015,3015,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_9dcd99e75dd7e6_first30,lindian_9dcd99e75dd7e6,lindian,E:\real\use_code\林甸红外视频\0808\下午\B下午三号舍病牛区\20230808T155224n4541\20230808T155224n4541.MP4,20230808T155224_4541,4541,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_dbdf19e93711a7_first30,lindian_dbdf19e93711a7,lindian,E:\real\use_code\林甸红外视频\0808\下午\B下午三号舍病牛区\20230808T155559n211046\20230808T155559n211046.MP4,20230808T155559_211046,211046,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_32c0752cec4a38_first30,lindian_32c0752cec4a38,lindian,E:\real\use_code\林甸红外视频\0808\下午\B下午三号舍病牛区\20230808T155935n200674\20230808T155935n200674.MP4,20230808T155935_200674,200674,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_b51e17321ae026_first30,lindian_b51e17321ae026,lindian,E:\real\use_code\林甸红外视频\0809\上午\B三号舍新产区\20230809T070431n5364\20230809T070431n5364.MP4,20230809T070431_5364,5364,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_dd8ffb3a701ce4_first30,lindian_dd8ffb3a701ce4,lindian,E:\real\use_code\林甸红外视频\0809\上午\B三号舍新产区\20230809T071121n196647\20230809T071121n196647.MP4,20230809T071121_196647,196647,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_d8cde9a4cbd14a_first30,lindian_d8cde9a4cbd14a,lindian,E:\real\use_code\林甸红外视频\0809\上午\B三号舍新产区\20230809T071543n6527\20230809T071543n6527.MP4,20230809T071543_6527,6527,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_26ddda652ed889_first30,lindian_26ddda652ed889,lindian,E:\real\use_code\林甸红外视频\0809\上午\B三号舍新产区\20230809T072108n211154\20230809T072108n211154.MP4,20230809T072108_211154,211154,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_07f48b57782665_first30,lindian_07f48b57782665,lindian,E:\real\use_code\林甸红外视频\0809\上午\B三号舍新产区\20230809T072548n211117\20230809T072548n211117.MP4,20230809T072548_211117,211117,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_b2e27277ad2c33_first30,lindian_b2e27277ad2c33,lindian,E:\real\use_code\林甸红外视频\0809\上午\B三号舍新产区\20230809T073104n200792\20230809T073104n200792.MP4,20230809T073104_200792,200792,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_d667e12f9ff188_first30,lindian_d667e12f9ff188,lindian,E:\real\use_code\林甸红外视频\0809\上午\B三号舍新产区\20230809T073542n196527\20230809T073542n196527.MP4,20230809T073542_196527,196527,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_a80204fe73f8f6_first30,lindian_a80204fe73f8f6,lindian,E:\real\use_code\林甸红外视频\0809\上午\B三号舍新产区\20230809T073958n211035\20230809T073958n211035.MP4,20230809T073958_211035,211035,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_1d58ded1fefcc1_first30,lindian_1d58ded1fefcc1,lindian,E:\real\use_code\林甸红外视频\0809\上午\B三号舍新产区\20230809T074426n190587\20230809T074426n190587.MP4,20230809T074426_190587,190587,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_72ac7dec778071_first30,lindian_72ac7dec778071,lindian,E:\real\use_code\林甸红外视频\0809\上午\B三号舍新产区\20230809T074927n211013\20230809T074927n211013.MP4,20230809T074927_211013,211013,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_88aa324ed34e43_first30,lindian_88aa324ed34e43,lindian,E:\real\use_code\林甸红外视频\0809\上午\B三号舍新产区\20230809T075447n211030\20230809T075447n211030.MP4,20230809T075447_211030,211030,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_7fd4ceefc7b71d_first30,lindian_7fd4ceefc7b71d,lindian,E:\real\use_code\林甸红外视频\0809\上午\B三号舍病牛区\20230809T080021n200794\20230809T080021n200794.MP4,20230809T080021_200794,200794,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_7fa4ef889d5678_first30,lindian_7fa4ef889d5678,lindian,E:\real\use_code\林甸红外视频\0809\上午\B三号舍病牛区\20230809T080304n170240\20230809T080304n170240.MP4,20230809T080304_170240,170240,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_4c42e5ea4fff87_first30,lindian_4c42e5ea4fff87,lindian,E:\real\use_code\林甸红外视频\0809\上午\B三号舍病牛区\20230809T081148n200700\20230809T081148n200700.MP4,20230809T081148_200700,200700,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_c6ea5838a2d71c_first30,lindian_c6ea5838a2d71c,lindian,E:\real\use_code\林甸红外视频\0809\上午\B三号舍病牛区\20230809T081736n190455\20230809T081736n190455.MP4,20230809T081736_190455,190455,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_e93a5c8f6d76bf_first30,lindian_e93a5c8f6d76bf,lindian,E:\real\use_code\林甸红外视频\0809\上午\B三号舍病牛区\20230809T082033n16110463\20230809T082033n16110463.MP4,20230809T082033_16110463,16110463,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_0604a9d6cfda32_first30,lindian_0604a9d6cfda32,lindian,E:\real\use_code\林甸红外视频\0809\上午\B三号舍病牛区\20230809T082528n170320\20230809T082528n170320.MP4,20230809T082528_170320,170320,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_c9355c39f451f7_first30,lindian_c9355c39f451f7,lindian,E:\real\use_code\林甸红外视频\0809\上午\B三号舍病牛区\20230809T082820n16110673\20230809T082820n16110673.MP4,20230809T082820_16110673,16110673,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_52d38afab64c08_first30,lindian_52d38afab64c08,lindian,E:\real\use_code\林甸红外视频\0809\上午\B三号舍病牛区\20230809T084030n170020\20230809T084030n170020.MP4,20230809T084030_170020,170020,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_c98fbda41d3ab1_first30,lindian_c98fbda41d3ab1,lindian,E:\real\use_code\林甸红外视频\0809\上午\B三号舍病牛区\20230809T084642n197580\20230809T084642n197580.MP4,20230809T084642_197580,197580,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_0b2ded76fffb0c_first30,lindian_0b2ded76fffb0c,lindian,E:\real\use_code\林甸红外视频\0809\上午\B三号舍病牛区\ff\20230809T080543n200798.MP4,20230809T080543_200798,200798,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_7567aabc7b5b17_first30,lindian_7567aabc7b5b17,lindian,E:\real\use_code\林甸红外视频\0809\上午\B三号舍病牛区\ff\20230809T080804n170131.MP4,20230809T080804_170131,170131,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_1b182311dc6192_first30,lindian_1b182311dc6192,lindian,E:\real\use_code\林甸红外视频\0809\上午\B三号舍病牛区\ff\20230809T081533n190624.MP4,20230809T081533_190624,190624,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_9934c67da61bd9_first30,lindian_9934c67da61bd9,lindian,E:\real\use_code\林甸红外视频\0809\上午\B三号舍病牛区\ff\20230809T083610n310.MP4,20230809T083610_310,310,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_3527b9e473399e_first30,lindian_3527b9e473399e,lindian,E:\real\use_code\林甸红外视频\0809\上午\B三号舍病牛区\ff\20230809T084407n210993.MP4,20230809T084407_210993,210993,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_ee03dd53fbd52b_first30,lindian_ee03dd53fbd52b,lindian,E:\real\use_code\林甸红外视频\0809\上午\B三号舍病牛区\ff\20230809T085629n200702.MP4,20230809T085629_200702,200702,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_67245bfa357fb7_first30,lindian_67245bfa357fb7,lindian,E:\real\use_code\林甸红外视频\0809\上午\B三号舍病牛区\ff\20230809T090021n189417.MP4,20230809T090021_189417,189417,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_4bd6a9fe5ce4e0_first30,lindian_4bd6a9fe5ce4e0,lindian,E:\real\use_code\林甸红外视频\0809\上午\B三号舍病牛区\ff\20230809T090350n211043.MP4,20230809T090350_211043,211043,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_322a3b419f28ac_first30,lindian_322a3b419f28ac,lindian,E:\real\use_code\林甸红外视频\0809\上午\B二号舍外侧\20230809T091946n196094\20230809T091946n196094.MP4,20230809T091946_196094,196094,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_8c9db8f789cd0a_first30,lindian_8c9db8f789cd0a,lindian,E:\real\use_code\林甸红外视频\0809\上午\B二号舍外侧\20230809T092245n190601\20230809T092245n190601.MP4,20230809T092245_190601,190601,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_d1d055bcc26dc7_first30,lindian_d1d055bcc26dc7,lindian,E:\real\use_code\林甸红外视频\0809\上午\B二号舍外侧\20230809T092540n205230\20230809T092540n205230.MP4,20230809T092540_205230,205230,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_551c796303b2b5_first30,lindian_551c796303b2b5,lindian,E:\real\use_code\林甸红外视频\0809\上午\B二号舍外侧\20230809T094015n170097\20230809T094015n170097.MP4,20230809T094015_170097,170097,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_7053c69d6444b9_first30,lindian_7053c69d6444b9,lindian,E:\real\use_code\林甸红外视频\0809\上午\B二号舍外侧\ff\20230809T091711n200927.MP4,20230809T091711_200927,200927,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_2a86d1eec039de_first30,lindian_2a86d1eec039de,lindian,E:\real\use_code\林甸红外视频\0809\上午\B二号舍外侧\ff\20230809T093655n16110010.MP4,20230809T093655_16110010,16110010,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_c84175bb04b744_first30,lindian_c84175bb04b744,lindian,E:\real\use_code\林甸红外视频\0810\上午\B三号舍新产区\20230810T070609n16110432\20230810T070609n16110432.MP4,20230810T070609_16110432,16110432,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_cba39b3ebc04c4_first30,lindian_cba39b3ebc04c4,lindian,E:\real\use_code\林甸红外视频\0810\上午\B三号舍新产区\20230810T071310n211109\20230810T071310n211109.MP4,20230810T071310_211109,211109,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_7c5cd30704ee39_first30,lindian_7c5cd30704ee39,lindian,E:\real\use_code\林甸红外视频\0810\上午\B三号舍新产区\20230810T072749n5364\20230810T072749n5364.MP4,20230810T072749_5364,5364,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_8fa4f3c84e14e0_first30,lindian_8fa4f3c84e14e0,lindian,E:\real\use_code\林甸红外视频\0810\上午\B三号舍新产区\20230810T073014n200792\20230810T073014n200792.MP4,20230810T073014_200792,200792,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_683530f852df89_first30,lindian_683530f852df89,lindian,E:\real\use_code\林甸红外视频\0810\上午\B三号舍新产区\20230810T074338n196527\20230810T074338n196527.MP4,20230810T074338_196527,196527,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_f4264671a9b736_first30,lindian_f4264671a9b736,lindian,E:\real\use_code\林甸红外视频\0810\上午\B三号舍新产区\20230810T074640n211117\20230810T074640n211117.MP4,20230810T074640_211117,211117,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_7442124062e43c_first30,lindian_7442124062e43c,lindian,E:\real\use_code\林甸红外视频\0810\上午\B三号舍新产区\20230810T075510n211153\20230810T075510n211153.MP4,20230810T075510_211153,211153,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_2dfa78dbcb9ea3_first30,lindian_2dfa78dbcb9ea3,lindian,E:\real\use_code\林甸红外视频\0810\上午\B三号舍新产区\ff\20230810T070219n211013.MP4,20230810T070219_211013,211013,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_6c452e61125051_first30,lindian_6c452e61125051,lindian,E:\real\use_code\林甸红外视频\0810\上午\B三号舍新产区\ff\20230810T070847n211003.MP4,20230810T070847_211003,211003,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_3b72ae29592577_first30,lindian_3b72ae29592577,lindian,E:\real\use_code\林甸红外视频\0810\上午\B三号舍新产区\ff\20230810T073259n211146.MP4,20230810T073259_211146,211146,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_d36c9da082e1a2_first30,lindian_d36c9da082e1a2,lindian,E:\real\use_code\林甸红外视频\0810\上午\B三号舍新产区\ff\20230810T073542n211154.MP4,20230810T073542_211154,211154,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_04bf887e5f30c8_first30,lindian_04bf887e5f30c8,lindian,E:\real\use_code\林甸红外视频\0810\上午\B三号舍新产区\ff\20230810T073708n211158.MP4,20230810T073708_211158,211158,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
lindian_894a6cd3500b51_first30,lindian_894a6cd3500b51,lindian,E:\real\use_code\林甸红外视频\0810\上午\G三号舍病牛区\20230810T080922n170227.MP4,20230810T080922_170227,170227,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
