file_id,source_path,date_from_name,cow_token_unverified,session_token,include_in_test,yolo_training_exposure,yolo_exposure_evidence,rr_tuning_exposure,rr_result_viewing_exposure,cow_identity_verified,verified_cow_id,modality_verified,duplicate_identity_reviewed,reviewer,review_date,notes,exposure_evidence,modality_verification_basis
jiufu_336c6a37c1e8bf,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T084330-1479.MP4,20240729,1479,20240729T084330_1479,yes,no,user_confirmed_20260909,no,no,yes,1479,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_2f0c90ece853b4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T092219-710.MP4,20240801,710,20240801T092219_710,yes,no,user_confirmed_20260909,no,no,yes,710,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_57c74728570ec9,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T092442-A1022211.MP4,20240801,A1022211,20240801T092442_A1022211,yes,no,user_confirmed_20260909,no,no,yes,A1022211,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_2fc7ddf8f284e4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T092718-627.MP4,20240801,627,20240801T092718_627,yes,no,user_confirmed_20260909,no,no,yes,627,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_a04e9f770a2bb9,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093041-606.MP4,20240801,606,20240801T093041_606,yes,no,user_confirmed_20260909,no,no,yes,606,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_333df78fe49441,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093303-878.MP4,20240801,878,20240801T093303_878,yes,no,user_confirmed_20260909,no,no,yes,878,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_4263d1ee2b7d38,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093518-A1022211.MP4,20240801,A1022211,20240801T093518_A1022211,yes,no,user_confirmed_20260909,no,no,yes,A1022211,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_7cb985938d0a6a,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093643-659.MP4,20240801,659,20240801T093643_659,yes,no,user_confirmed_20260909,no,no,yes,659,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_7c448f9ef64639,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093925-A1021135.MP4,20240801,A1021135,20240801T093925_A1021135,yes,no,user_confirmed_20260909,no,no,yes,A1021135,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_bc495978774317,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T094240-608.MP4,20240801,608,20240801T094240_608,yes,no,user_confirmed_20260909,no,no,yes,608,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_ce8fcc51bec8d3,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T094515-610.MP4,20240801,610,20240801T094515_610,yes,no,user_confirmed_20260909,no,no,yes,610,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_e3cef2504bbb4a,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T094721-678.MP4,20240801,678,20240801T094721_678,yes,no,user_confirmed_20260909,no,no,yes,678,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_5a173259b2d81c,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T094919-606.MP4,20240801,606,20240801T094919_606,yes,no,user_confirmed_20260909,no,no,yes,606,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_d7a117e86dae24,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T095015-604.MP4,20240801,604,20240801T095015_604,yes,no,user_confirmed_20260909,no,no,yes,604,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_f339ead1fdb0ac,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T095308-648.MP4,20240801,648,20240801T095308_648,yes,no,user_confirmed_20260909,no,no,yes,648,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_6d3bdd73c6d58a,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T095532-880.MP4,20240801,880,20240801T095532_880,yes,no,user_confirmed_20260909,no,no,yes,880,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_0095fbf4f8f613,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T095730-639.MP4,20240801,639,20240801T095730_639,yes,no,user_confirmed_20260909,no,no,yes,639,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_6f2025aac495fd,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T095910-921.MP4,20240801,921,20240801T095910_921,yes,no,user_confirmed_20260909,no,no,yes,921,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_92e9f652faa64a,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T100106-1145.MP4,20240801,1145,20240801T100106_1145,yes,no,user_confirmed_20260909,no,no,yes,1145,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_fe09caa146ddbd,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T100313-648.MP4,20240801,648,20240801T100313_648,yes,no,user_confirmed_20260909,no,no,yes,648,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_f6c192eaf6c290,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T100653-854.MP4,20240801,854,20240801T100653_854,yes,no,user_confirmed_20260909,no,no,yes,854,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_42e874dae20aee,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T100920-868.MP4,20240801,868,20240801T100920_868,yes,no,user_confirmed_20260909,no,no,yes,868,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_b45e99f5e3803e,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T101921-1290.MP4,20240801,1290,20240801T101921_1290,yes,no,user_confirmed_20260909,no,no,yes,1290,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_250cea481e2ccd,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T102138-1004.MP4,20240801,1004,20240801T102138_1004,yes,no,user_confirmed_20260909,no,no,yes,1004,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_fbbccb98b40ed8,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T102426-A1022182.MP4,20240801,A1022182,20240801T102426_A1022182,yes,no,user_confirmed_20260909,no,no,yes,A1022182,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_b7367092cbf12f,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T102603-1039.MP4,20240801,1039,20240801T102603_1039,yes,no,user_confirmed_20260909,no,no,yes,1039,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_b42fb594523377,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T102838-987.MP4,20240801,987,20240801T102838_987,yes,no,user_confirmed_20260909,no,no,yes,987,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_bf9a8ef3c38b6b,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T103517-861.MP4,20240801,861,20240801T103517_861,yes,no,user_confirmed_20260909,no,no,yes,861,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_61a3c1628d9017,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T103842-859.MP4,20240801,859,20240801T103842_859,yes,no,user_confirmed_20260909,no,no,yes,859,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_fbaed9c05fdf1a,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T104244-874.MP4,20240801,874,20240801T104244_874,yes,no,user_confirmed_20260909,no,no,yes,874,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_09732493a874e4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T104504-623.MP4,20240801,623,20240801T104504_623,yes,no,user_confirmed_20260909,no,no,yes,623,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_afbc3c7536759a,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T104743-353.MP4,20240801,353,20240801T104743_353,yes,no,user_confirmed_20260909,no,no,yes,353,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_ce73dd701d1a38,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T105003-A1022145.MP4,20240801,A1022145,20240801T105003_A1022145,yes,no,user_confirmed_20260909,no,no,yes,A1022145,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_c2f523dbca4113,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T105204-919.MP4,20240801,919,20240801T105204_919,yes,no,user_confirmed_20260909,no,no,yes,919,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_19a4aa849045e9,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T105433-1185.MP4,20240801,1185,20240801T105433_1185,yes,no,user_confirmed_20260909,no,no,yes,1185,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_bfba3aa9a87b7c,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T105702-A1022181.MP4,20240801,A1022181,20240801T105702_A1022181,yes,no,user_confirmed_20260909,no,no,yes,A1022181,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_6a5717214c3e46,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T085945-600.MP4,20240802,600,20240802T085945_600,yes,no,user_confirmed_20260909,no,no,yes,600,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_542013dcb78dc0,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T090139-878.MP4,20240802,878,20240802T090139_878,yes,no,user_confirmed_20260909,no,no,yes,878,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_596ccaaf7a001c,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T090335-632.MP4,20240802,632,20240802T090335_632,yes,no,user_confirmed_20260909,no,no,yes,632,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_9b4d8a24856a9f,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T090646-1436.MP4,20240802,1436,20240802T090646_1436,yes,no,user_confirmed_20260909,no,no,yes,1436,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_6e5606d58e82c5,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T090823-1078.MP4,20240802,1078,20240802T090823_1078,yes,no,user_confirmed_20260909,no,no,yes,1078,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_58dfb2705d8668,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T091131-281.MP4,20240802,281,20240802T091131_281,yes,no,user_confirmed_20260909,no,no,yes,281,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_a7efdc57a481f8,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T091253-697.MP4,20240802,697,20240802T091253_697,yes,no,user_confirmed_20260909,no,no,yes,697,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_a1fad2b6534006,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T091448-353.MP4,20240802,353,20240802T091448_353,yes,no,user_confirmed_20260909,no,no,yes,353,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_d16072cd12326f,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T091715-347.MP4,20240802,347,20240802T091715_347,yes,no,user_confirmed_20260909,no,no,yes,347,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_1686565c1da471,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T091928-1137.MP4,20240802,1137,20240802T091928_1137,yes,no,user_confirmed_20260909,no,no,yes,1137,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_4923eea2509695,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T092151-1308.MP4,20240802,1308,20240802T092151_1308,yes,no,user_confirmed_20260909,no,no,yes,1308,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_ff4c4ac565e3b0,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T092438-1539.MP4,20240802,1539,20240802T092438_1539,yes,no,user_confirmed_20260909,no,no,yes,1539,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
